"Ranking","Name","Result_m","Announced","Points","Penalties","Date","Place","Country"
539,"Jana STRAIN ",51,51,51,0,2009-04-03,"Vertical Blue 2009","Canada"
540,"Mads ISBERG ",51,62,39,12,2009-11-24,"Deans Blue Hole Rehearsal","Denmark"
541,"Maciej LIPIEC ",51,51,51,0,2009-07-27,"Crystal Clear Water Competition 2009","Poland"
542,"Estrella NAVARO ",51,51,51,0,2015-05-23,"Caribbean Cup 2015","Mexico"
543,"Simon BENNETT ",51,51,51,0,2014-11-27,"Suunto Vertical Blue","Chile"
544,"mehmet ARIKOK ",51,51,51,0,2014-10-14,"Triple Depth","Turkey"
545,"Sofia Uribe GOMEZ ",51,51,51,0,2015-04-27,"Suunto Vertical Blue 2015","Colombia"
546,"Marina KAZANKOVA ",51,51,51,0,2015-05-23,"Caribbean Cup 2015","Russian Federation"
547,"mandy SUMNER ",51,51,51,0,2015-10-01,"Triple Depth","United States"
548,"Kristof COENEN ",51,51,51,0,2015-08-27,"RedCcup","Belgium"
549,"Ming-Chun HUANG ",51,51,51,0,2014-11-18,"Freediving World Competition","Taiwan"
550,"Alfredo ROEN ",50,50,50,0,2016-09-04,"BONAIRE DEEPSEA CHALLENGE","Spain"
551,"Jack HATFIELD ",50,50,50,0,2016-11-13,"Australian Depth National Freediving Championship 2016","Australia"
552,"Markus HELM ",50,50,50,0,2016-04-30,"Freedive Panglao Depth Challenge","Austria"
553,"Ding Feng LIU ",50,50,50,0,2016-04-30,"Freedive Panglao Depth Challenge","China"
554,"Thomas GILMORE ",50,50,50,0,2016-05-09,"Deja Blue 7","United States"
555,"HYUNHO SEONG ",50,57,42,8,2016-11-03,"Red C cup","Korea, Republic of"
556,"Pepe SALCEDO ",50,63,36,14,2015-05-23,"Caribbean Cup 2015","Mexico"
557,"Herbert NITSCH ",50,50,50,0,2003-09-05,"WR Attempt - NITSCH Herbert (CWT,CNF, FIM)","Austria"
558,"Bill STRÖMBERG ",50,50,50,0,2004-11-29,"Sinai Last Chance 1-6","Sweden"
559,"Stig Åvall SEVERINSEN ",50,50,50,0,2006-08-19,"Nordic Deep 2006","Denmark"
560,"Stig Åvall SEVERINSEN ",50,50,50,0,2007-10-27,"4th AIDA Individual World Championship","Denmark"
561,"Brigitte BANEGAS ",50,50,50,0,2009-12-03,"5th AIDA Individual World Championship 2009","France"
562,"Ilaria MOLINARI ",50,50,50,0,2015-08-27,"RedCcup","Italy"
563,"Ryuzo SHINOMIYA ",50,50,50,0,2005-11-05,"Triple Depth - Freedive Dahab","Japan"
564,"Ryuzo SHINOMIYA ",50,50,50,0,2007-10-21,"Triple Depth","Japan"
565,"Antony JUDGE ",50,50,50,0,2014-03-21,"Dive Wellington/Beuchat New Zealand Freediving National Depth Championships","Australia"
566,"Henning LARSEN ",50,50,50,0,2013-09-15,"AIDA INDIVIDUAL DEPHT WORLD CHAMPIONSHIP 2013","Denmark"
567,"Jesper STECHMANN ",50,50,50,0,2007-10-27,"4th AIDA Individual World Championship","Denmark"
568,"Aurore ASSO ",50,50,50,0,2015-11-01,"Big Blue","France"
569,"Sebastian NÄSLUND ",50,50,50,0,2007-08-14,"Nordic Deep with Six Competitions in One","Sweden"
570,"Junko KITAHAMA ",50,50,50,0,2009-12-02,"Deans Blue Hole Crew","Japan"
571,"John MOORCROFT ",50,50,50,0,2012-05-27,"UK BFA Depth Championships","United Kingdom"
572,"Natalia AVSEENKO ",50,50,50,0,2005-11-05,"Triple Depth - Freedive Dahab","Russian Federation"
573,"David MULLINS ",50,50,50,0,2007-10-27,"4th AIDA Individual World Championship","New Zealand"
574,"Dimitris KOUMOULOS ",50,50,50,0,2013-09-15,"AIDA INDIVIDUAL DEPHT WORLD CHAMPIONSHIP 2013","Greece"
575,"Manos IATROU ",50,50,50,0,2007-07-15,"AIDA Hellas Summer Event 2007","Greece"
576,"Jarmila SLOVENCÍKOVÁ ",50,50,50,0,2007-10-27,"4th AIDA Individual World Championship","Czech Republic"
577,"Liv PHILIP ",50,50,50,0,2012-11-20,"Suunto Vertical Blue 2012","United Kingdom"
578,"Liv PHILIP ",50,50,50,0,2012-11-20,"Suunto Vertical Blue 2012","United Kingdom"
579,"Liv PHILIP ",50,50,50,0,2012-11-20,"Suunto Vertical Blue 2012","United Kingdom"
580,"Liv PHILIP ",50,50,50,0,2013-09-15,"AIDA INDIVIDUAL DEPHT WORLD CHAMPIONSHIP 2013","United Kingdom"
581,"Dimitris CHATZIASLAN ",50,50,50,0,2007-07-15,"AIDA Hellas Summer Event 2007","Greece"
582,"Benjamin NOBLE ",50,50,50,0,2012-11-20,"Suunto Vertical Blue 2012","Australia"
583,"Benjamin NOBLE ",50,50,50,0,2012-11-20,"Suunto Vertical Blue 2012","Australia"
584,"Benjamin NOBLE ",50,50,50,0,2012-11-20,"Suunto Vertical Blue 2012","Australia"
585,"Robert KING ",50,50,50,0,2007-10-27,"4th AIDA Individual World Championship","United States"
586,"Alfredo Roen MARTIN ",50,50,50,0,2011-04-17,"Vertical Blue 2011","Spain"
587,"Christian Barkholdt MØLLER ",50,50,50,0,2011-04-28,"Freedive Dahab Mini Comp 2011","Denmark"
588,"Yuri SHMATKO ",50,50,50,0,2010-09-26,"Triple Depth 2010","Russian Federation"
589,"Mikko PÖNTINEN ",50,50,50,0,2009-12-03,"5th AIDA Individual World Championship 2009","Finland"
590,"Steinar SCHJAGER ",50,50,50,0,2009-08-13,"Nordic Deep 2009","Norway"
591,"Josef ZBYNEK ",50,50,50,0,2008-04-18,"Bizzy blue hole 2008","Czech Republic"
592,"Wendy TIMMERMANS ",50,50,50,0,2011-07-22,"FDD JULY comp","Netherlands"
593,"Joao COSTA ",50,50,50,0,2014-06-15,"7th AIDA Mediterranean World Cup","Portugal"
594,"Annabel EDWARDS ",50,50,50,0,2009-09-26,"Guys and Gals in Paradise","United States"
595,"Irina Veverka ",50,50,50,0,2014-09-13,"Minicomp Apnea4all","(""(Karina)"", ""(Russian Federation)"""
596,"Samo JERANKO ",50,50,50,0,2010-09-26,"Triple Depth 2010","Slovenia"
597,"Natalia ZHARKOVA ",50,50,50,0,2012-10-20,"TRIPLE DEPTH 2012","Ukraine"
598,"Tanguy CRUSSON ",50,50,50,0,2010-10-07,"FDD Mini Competition","France"
599,"Edmund WARDLE ",50,50,50,0,2011-04-15,"Sweet and Salty","United Kingdom"
600,"Viktor RESHETNIAK ",50,50,50,0,2013-06-23,"FREEDIVE DAHAB / BLUE IMMERSION June minicomp","Ukraine"
601,"Ken KIRIYAMA ",50,50,50,0,2012-02-09,"Andaman 2012 Freediving Competition","Denmark"
602,"Ken KIRIYAMA ",50,50,50,0,2013-08-07,"Nordic Championship 2013","Denmark"
603,"Evgeny SYCHEV ",50,50,50,0,2013-04-25,"Russian National Open","Russian Federation"
604,"Evgeny SYCHEV ",50,60,39,11,2015-09-11,"2015 AIDA Depth World Championships","Russian Federation"
605,"Estrella NAVARO ",50,50,50,0,2013-09-15,"AIDA INDIVIDUAL DEPHT WORLD CHAMPIONSHIP 2013","Mexico"
606,"Estrella NAVARO ",50,50,50,0,2015-09-11,"2015 AIDA Depth World Championships","Mexico"
607,"Max LINDQVIST ",50,50,50,0,2011-06-23,"Triple Depth 2011","Sweden"
608,"Alfredo ROMO HERNANDEZ ",50,50,49,1,2010-04-27,"Vertical Blue 2010 - the Suunto Dive-Off","Mexico"
609,"Chris CRAWSHAW ",50,68,31,19,2014-11-27,"Suunto Vertical Blue","United Kingdom"
610,"Simon BENNETT ",50,50,50,0,2015-06-06,"NIRVANA OCEANQUEST","Chile"
611,"Stefan RANDIG ",50,50,50,0,2011-04-28,"Freedive Dahab Mini Comp 2011","Germany"
612,"Christina SAENZ DE SANTAMARIA ",50,50,50,0,2014-05-25,"Caribbean Cup 2014","Australia"
613,"Marianna KRUPNITSKAYA ",50,50,50,0,2012-10-20,"TRIPLE DEPTH 2012","Russian Federation"
614,"Tomoka FUKUDA ",50,50,50,0,2015-04-27,"Suunto Vertical Blue 2015","Japan"
615,"Katarina LINCZENYIOVA ",50,50,50,0,2015-04-27,"Suunto Vertical Blue 2015","Slovakia"
616,"Rolf WIBERG ",50,50,50,0,2013-05-09,"Freedive Dhab Swedish monocomp","Sweden"
617,"Aleix SEGURA VENDRELL ",50,50,50,0,2014-08-25,"2014 AIDA EuroCup","Spain"
618,"Stephen KEENAN ",50,50,50,0,2014-08-01,"Little Blue Hole Competition","Ireland"
619,"mehmet ARIKOK ",50,50,50,0,2013-10-21,"Triple Depth","Turkey"
620,"Phil CLAYTON ",50,50,50,0,2015-03-20,"Dive Wellington Beuchat Freediving New Zealand Depth National Championships 2015","New Zealand"
621,"Nicolas AUBRY ",50,50,50,0,2014-08-13,"Arab League Championship","France"
622,"Nicolas AUBRY ",50,50,50,0,2015-06-20,"Nice Abyss Contest 2015","France"
623,"Kurt RANDOLPH ",50,50,50,0,2014-05-11,"Deja Blue V","United States"
624,"aliaksandr BOBRYSHAV ",50,50,50,0,2015-11-05,"RedCcup","Belarus"
625,"Red FISHER ",50,50,50,0,2005-11-05,"Triple Depth - Freedive Dahab","South Africa"
626,"Beata GRICKEVICH ",50,50,50,0,2015-06-12,"Spontaneous Blue Hole Competition","Latvia"
627,"Edgardo ANDRADE ",50,50,50,0,2015-06-17,"DEEPSEA CHALLENGE BONAIRE 2015","Honduras"
628,"Simon BENNETT ",50,50,0,0,2016-04-22,"Vertical Blue 2016","Chile"
629,"Aurore ASSO ",50,50,0,0,2016-04-22,"Vertical Blue 2016","France"
630,"Anna VON BOETTICHER ",50,50,50,0,2016-04-22,"Vertical Blue 2016","Germany"
631,"Kathryn Nevatt ",50,50,50,0,2008-04-01,"Vertical Blue 2008","New Zealand"
632,"Sofia Tapani ",50,50,50,0,2013-05-09,"Freedive Dhab Swedish monocomp","Sweden"
633,"Mateusz Malina ",50,50,50,0,2012-06-16,"AA Depth Minicomp 2012","Poland"
634,"Tomoka FUKUDA ",49,49,49,0,2016-05-26,"Caribbean Cup 2016","Japan"
635,"Anna-Marie CHRISTIANSEN ",49,49,49,0,2016-04-30,"Freedive Panglao Depth Challenge","Denmark"
636,"Bill STRÖMBERG ",49,54,43,6,2005-11-05,"Triple Depth - Freedive Dahab","Sweden"
637,"Aristides IOANNIDIS ",49,52,45,4,2013-09-15,"AIDA INDIVIDUAL DEPHT WORLD CHAMPIONSHIP 2013","Greece"
638,"Nicola RODERICK ",49,49,49,0,2009-12-03,"5th AIDA Individual World Championship 2009","New Zealand"
639,"David TRANFIELD ",49,52,45,4,2010-06-14,"3rd Mediterranean Freediving Meeting","United Kingdom"
640,"David TRANFIELD ",49,58,39,10,2011-09-15,"AIDA Individual Depth World Championship 2011","United Kingdom"
641,"Christian ERNEST ",49,70,25,23,2009-11-24,"Deans Blue Hole Rehearsal","Sweden"
642,"David CIZEK ",49,49,49,0,2009-04-21,"(in progress) Bizzy Blue Hole 2009","Czech Republic"
643,"Jana STRAIN ",49,49,49,0,2010-06-14,"3rd Mediterranean Freediving Meeting","Canada"
644,"Daniel ARIAS ",49,49,49,0,2015-05-23,"Caribbean Cup 2015","Chile"
645,"Antonijo KODERMAN ",49,49,49,0,2010-09-26,"Rab Dive Off 2010","Slovenia"
646,"Simon BENNETT ",49,49,49,0,2014-11-27,"Suunto Vertical Blue","Chile"
647,"Stefan RANDIG ",49,53,44,5,2011-04-28,"Freedive Dahab Mini Comp 2011","Germany"
648,"Mitsuhiro KOJIMA ",49,49,49,0,2014-11-27,"Suunto Vertical Blue","Japan"
649,"Grant HOGAN ",49,71,26,23,2012-05-04,"Deja Blue 3","United States"
650,"Jens STOETZNER ",49,64,33,16,2015-05-25,"FreedivingWorld Competition","Germany"
651,"Chiara OBINO ",49,49,49,0,2015-05-25,"FreedivingWorld Competition","Italy"
652,"Simon BENNETT ",49,49,49,0,2016-04-22,"Vertical Blue 2016","Chile"
653,"Tomoka FUKUDA ",49,49,49,0,2016-05-26,"Caribbean Cup 2016","Japan"
654,"Tomoka FUKUDA ",49,49,49,0,2016-05-26,"Caribbean Cup 2016","Japan"
655,"Kathryn Nevatt ",49,49,49,0,2009-04-03,"Vertical Blue 2009","New Zealand"
656,"Ilka MICHAELIS ",48,48,48,0,2016-04-30,"Freedive Panglao Depth Challenge","Germany"
657,"Junko KITAHAMA ",48,48,48,0,2009-12-03,"5th AIDA Individual World Championship 2009","Japan"
658,"Simo KURRA ",48,48,48,0,2007-10-27,"4th AIDA Individual World Championship","Finland"
659,"Dimitris KOUMOULOS ",48,48,48,0,2014-07-13,"1st Rookie Individual Depth Challenge","Greece"
660,"Linda PAGANELLI ",48,48,48,0,2007-10-21,"Triple Depth","Italy"
661,"Aristides IOANNIDIS ",48,48,48,0,2009-09-13,"AIDA Hellas Freediving Championship 2009","Greece"
662,"Aristides IOANNIDIS ",48,48,48,0,2010-09-26,"Hellenic Freediving Championships 2010","Greece"
663,"Robert KING ",48,48,48,0,2007-04-29,"CAFA & USAA cosponsored national with guests","United States"
664,"Irina SMOLENTSEVA ",48,48,48,0,2012-06-06,"5th Mediterranean World Cup","Russian Federation"
665,"Irina SMOLENTSEVA ",48,48,48,0,2012-06-06,"5th Mediterranean World Cup","Russian Federation"
666,"Wesley LAPP ",48,48,48,0,2007-04-29,"CAFA & USAA cosponsored national with guests","United States"
667,"Wesley LAPP ",48,48,48,0,2013-10-05,"Deja Blue IV","United States"
668,"Giorgos SAKKAS ",48,48,43,5,2009-09-13,"AIDA Hellas Freediving Championship 2009","Greece"
669,"Giorgos SAKKAS ",48,60,35,13,2013-09-09,"2013 Kalamata Open","Greece"
670,"Wendy TIMMERMANS ",48,48,48,0,2012-10-20,"TRIPLE DEPTH 2012","Netherlands"
671,"Annabel EDWARDS ",48,48,48,0,2009-07-30,"Freedive Paradise 2009","United States"
672,"Frank PERNETT ",48,50,45,3,2009-04-03,"Vertical Blue 2009","Colombia"
673,"Irina Veverka ",48,48,48,0,2011-09-15,"AIDA Individual Depth World Championship 2011","(""(Karina)"", ""(Russian Federation)"""
674,"Mads Becker JÃ˜RGENSEN ",48,48,48,0,2009-04-03,"Vertical Blue 2009","Denmark"
675,"Mads ISBERG ",48,48,48,0,2009-04-21,"(in progress) Bizzy Blue Hole 2009","Denmark"
676,"Rune Hallum SORENSEN ",48,48,48,0,2009-06-22,"2nd Mediterranean Freediving Meeting","Denmark"
677,"Johan HAGG ",48,48,48,0,2013-08-01,"Swedish Championship in depth","Sweden"
678,"Eran GILAD ",48,48,48,0,2010-09-26,"Hellenic Freediving Championships 2010","Israel"
679,"Alfredo ROMO HERNANDEZ ",48,48,48,0,2011-04-17,"Vertical Blue 2011","Mexico"
680,"alexey MIKHAYLOV ",48,48,48,0,2014-05-15,"Russian National","Russian Federation"
681,"Amber BOURKE ",48,48,48,0,2015-08-27,"Australian Depth National Championship","Australia"
682,"Frida LEMUS ",48,48,48,0,2014-05-25,"Caribbean Cup 2014","Mexico"
683,"Robert WOLTMANN ",48,48,48,0,2015-09-11,"2015 AIDA Depth World Championships","Germany"
684,"Sofia Tapani ",48,52,43,5,2015-11-05,"RedCcup","Sweden"
685,"Erki Enkvist ",47,47,47,0,2016-10-02,"Infinity Depth Games II","Estonia"
686,"David Velásquez ",47,47,47,0,2016-06-04,"Nirvana Oceanquest Competition","Colombia"
687,"Brigitte BANEGAS ",47,47,47,0,2009-12-03,"5th AIDA Individual World Championship 2009","France"
688,"Adrien TALBOT ",47,47,47,0,2007-08-14,"Nordic Deep with Six Competitions in One","France"
689,"Junko KITAHAMA ",47,47,47,0,2011-04-17,"Vertical Blue 2011","Japan"
690,"Luka PENGOV ",47,47,47,0,2009-07-03,"Rab Dive Off 2009","Slovenia"
691,"Karla FABRIO ",47,47,47,0,2008-06-10,"Triple Depth 2008","Croatia"
692,"Jarmila SLOVENCÍKOVÁ ",47,47,47,0,2009-07-03,"Rab Dive Off 2009","Czech Republic"
693,"Liv PHILIP ",47,47,47,0,2015-09-05,"2015 AIDA Depth World Championships Pre competition","United Kingdom"
694,"Leo Yasumasa MURAOKA ",47,47,47,0,2006-06-04,"Triple Depth 2006","United States"
695,"Aristides IOANNIDIS ",47,47,47,0,2015-09-11,"2015 AIDA Depth World Championships","Greece"
696,"Giorgos SAKKAS ",47,55,38,9,2010-06-14,"3rd Mediterranean Freediving Meeting","Greece"
697,"Giorgos SAKKAS ",47,55,38,9,2010-06-14,"3rd Mediterranean Freediving Meeting","Greece"
698,"Steinar SCHJAGER ",47,47,47,0,2009-04-21,"(in progress) Bizzy Blue Hole 2009","Norway"
699,"Wendy TIMMERMANS ",47,47,47,0,2010-04-29,"Bizzy Blue Hole 2010","Netherlands"
700,"David TRANFIELD ",47,47,47,0,2010-06-14,"3rd Mediterranean Freediving Meeting","United Kingdom"
701,"Frank PERNETT ",47,47,47,0,2009-04-03,"Vertical Blue 2009","Colombia"
702,"Irina Veverka ",47,52,42,5,2014-08-21,"Cavo Maris 2014","(""(Karina)"", ""(Russian Federation)"""
703,"Alejandro GUEDEZ ",47,47,47,0,2012-11-20,"Suunto Vertical Blue 2012","Venezuela"
704,"Alejandro GUEDEZ ",47,47,47,0,2012-11-20,"Suunto Vertical Blue 2012","Venezuela"
705,"Alejandro GUEDEZ ",47,47,47,0,2012-11-20,"Suunto Vertical Blue 2012","Venezuela"
706,"Jason WELLER-BARRETT ",47,47,47,0,2009-12-03,"5th AIDA Individual World Championship 2009","Spain"
707,"Pavel ALCOCER ",47,47,47,0,2009-12-03,"5th AIDA Individual World Championship 2009","Venezuela"
708,"Philippe TAGLIOFERRI ",47,47,47,0,2014-06-12,"Nice Abyss Contest 2014","France"
709,"Evgeny SYCHEV ",47,55,38,9,2015-05-13,"Russian National Open","Russian Federation"
710,"Ralf WISSEL ",47,47,47,0,2012-10-20,"TRIPLE DEPTH 2012","Germany"
711,"Estrella NAVARO ",47,47,47,0,2014-11-27,"Suunto Vertical Blue","Mexico"
712,"Estrella NAVARO ",47,47,47,0,2015-05-23,"Caribbean Cup 2015","Mexico"
713,"Alfredo ROMO HERNANDEZ ",47,47,47,0,2010-04-27,"Vertical Blue 2010 - the Suunto Dive-Off","Mexico"
714,"Simon BENNETT ",47,47,47,0,2014-11-27,"Suunto Vertical Blue","Chile"
715,"Pascal BERGER ",47,47,47,0,2014-11-27,"Suunto Vertical Blue","Switzerland"
716,"Delphine DUPONT ",47,47,47,0,2015-06-20,"Nice Abyss Contest 2015","France"
717,"Jorge PALACIO ",47,47,47,0,2014-05-25,"Caribbean Cup 2014","Colombia"
718,"aliaksandr BOBRYSHAV ",47,47,47,0,2015-11-05,"RedCcup","Belarus"
719,"Anna VON BOETTICHER ",47,47,47,0,2016-04-22,"Vertical Blue 2016","Germany"
720,"Aurore ASSO ",47,47,47,0,2016-04-22,"Vertical Blue 2016","France"
721,"Jakob Galbavy ",47,55,38,9,2014-06-15,"7th AIDA Mediterranean World Cup","Austria"
722,"Sofia Tapani ",47,47,47,0,2011-09-15,"AIDA Individual Depth World Championship 2011","Sweden"
723,"David MULLINS ",46,50,41,4,2016-03-18,"Fluid Freediving New Zealand Depth Nations 2016","New Zealand"
724,"Mandy-Rae CRUICKSHANK ",46,46,46,0,2007-04-29,"CAFA & USAA cosponsored national with guests","Canada"
725,"Henning LARSEN ",46,50,41,5,2007-08-14,"Nordic Deep with Six Competitions in One","Denmark"
726,"Henning LARSEN ",46,46,46,0,2013-08-07,"Nordic Championship 2013","Denmark"
727,"Brent PASCALL ",46,46,46,0,2004-10-09,"CAFA Western Regional Competition","Canada"
728,"Sebastian NÄSLUND ",46,48,46,0,2004-11-29,"Sinai Last Chance 1-6","Sweden"
729,"Johan THELAUS ",46,67,24,22,2015-04-27,"Suunto Vertical Blue 2015","Sweden"
730,"Kousuke OKAMOTO ",46,46,46,0,2014-11-27,"Suunto Vertical Blue","Japan"
731,"Junko KITAHAMA ",46,53,33,13,2010-05-11,"PFI Deja Blue 2010","Japan"
732,"Antero JOKI ",46,46,46,0,2007-10-27,"4th AIDA Individual World Championship","Finland"
733,"Jonas KRAHN ",46,46,46,0,2007-08-14,"Nordic Deep with Six Competitions in One","Germany"
734,"Klara HANSSON ",46,46,46,0,2009-11-24,"Deans Blue Hole Rehearsal","Sweden"
735,"Dimitris KOUMOULOS ",46,46,46,0,2013-09-07,"AIDA Hellas SUMMER APNEA GAMES 2013","Greece"
736,"Benjamin NOBLE ",46,46,46,0,2012-11-20,"Suunto Vertical Blue 2012","Australia"
737,"Benjamin NOBLE ",46,46,46,0,2012-11-20,"Suunto Vertical Blue 2012","Australia"
738,"Benjamin NOBLE ",46,46,46,0,2012-11-20,"Suunto Vertical Blue 2012","Australia"
739,"Chris MARSHALL ",46,46,46,0,2009-12-03,"5th AIDA Individual World Championship 2009","New Zealand"
740,"Wesley LAPP ",46,46,46,0,2013-10-05,"Deja Blue IV","United States"
741,"Giorgos SAKKAS ",46,46,45,1,2009-06-22,"2nd Mediterranean Freediving Meeting","Greece"
742,"Andrea ZUCCARI ",46,46,46,0,2007-10-21,"Triple Depth","Switzerland"
743,"Philippe BEAUCHAMP ",46,46,46,0,2010-06-14,"3rd Mediterranean Freediving Meeting","Canada"
744,"Christian ERNEST ",46,46,46,0,2008-08-20,"Nordic Deep 2008","Sweden"
745,"Christian ERNEST ",46,46,46,0,2013-08-01,"Swedish Championship in depth","Sweden"
746,"Jacob HANSEN ",46,46,46,0,2009-06-22,"2nd Mediterranean Freediving Meeting","Denmark"
747,"Božidar PETANI ",46,46,46,0,2010-09-26,"Rab Dive Off 2010","Croatia"
748,"Jana STRAIN ",46,46,46,0,2009-04-03,"Vertical Blue 2009","Canada"
749,"Jana STRAIN ",46,46,41,5,2010-06-14,"3rd Mediterranean Freediving Meeting","Canada"
750,"Morten K. VILLADSEN ",46,46,46,0,2010-08-14,"Nordic Deep 2010","Denmark"
751,"Antonijo KODERMAN ",46,46,46,0,2009-07-03,"Rab Dive Off 2009","Slovenia"
752,"Pavel ALCOCER ",46,46,46,0,2009-11-24,"Deans Blue Hole Rehearsal","Venezuela"
753,"Philippe TAGLIOFERRI ",46,46,46,0,2013-07-06,"Nice Abyss contest 2013","France"
754,"Philippe TAGLIOFERRI ",46,46,46,0,2013-07-06,"Nice Abyss contest 2013","France"
755,"Natalia ZHARKOVA ",46,46,46,0,2011-09-15,"AIDA Individual Depth World Championship 2011","Ukraine"
756,"Carla HANSON ",46,46,46,0,2011-04-17,"Vertical Blue 2011","United States"
757,"Ted HARTY ",46,45,41,5,2014-05-11,"Deja Blue V","United States"
758,"Evgeny SYCHEV ",46,46,46,0,2011-09-15,"AIDA Individual Depth World Championship 2011","Russian Federation"
759,"Remy DUBERN ",46,71,20,26,2014-11-18,"Freediving World Competition","France"
760,"Michael NAEF ",46,46,46,0,2011-06-23,"Triple Depth 2011","Switzerland"
761,"Marianna KRUPNITSKAYA ",46,46,46,0,2014-06-12,"Nice Abyss Contest 2014","Russian Federation"
762,"Jennifer WENDLAND ",46,46,46,0,2015-09-11,"2015 AIDA Depth World Championships","Germany"
763,"Aolin WANG ",46,46,46,0,2015-09-11,"2015 AIDA Depth World Championships","China"
764,"Phil CLAYTON ",46,46,46,0,2013-11-30,"Greg Holland Jewellery Diamond Deep 2013","New Zealand"
765,"Chiara OBINO ",46,46,46,0,2015-05-25,"FreedivingWorld Competition","Italy"
766,"Mindaugas KREIVENAS ",46,46,46,0,2013-10-21,"Triple Depth","International"
767,"David MULLINS ",46,50,45,1,2016-03-18,"Fluid Freediving New Zealand Depth Nations 2016","New Zealand"
768,"Kathryn Nevatt ",46,46,46,0,2009-09-06,"Triple Depth 2009","New Zealand"
769,"Kathryn Nevatt ",46,46,46,0,2009-04-03,"Vertical Blue 2009","New Zealand"
770,"Liv PHILIP ",45,45,45,0,2016-09-04,"BONAIRE DEEPSEA CHALLENGE","United Kingdom"
771,"Yoram ZEKRI ",45,45,45,0,2016-11-13,"Australian Depth National Freediving Championship 2016","France"
772,"Frank Pernett ",45,45,45,0,2016-06-04,"Nirvana Oceanquest Competition","Colombia"
773,"Aurore ASSO ",45,45,45,0,2016-04-22,"Vertical Blue 2016","France"
774,"Spartak GOLOVACHEV ",45,45,45,0,2012-10-20,"TRIPLE DEPTH 2012","Ukraine"
775,"Carlos COSTE ",45,45,45,0,2013-05-20,"Caribbean Cup 2013","Venezuela"
776,"Henning LARSEN ",45,45,45,0,2012-08-09,"Danish Depth Championship 2012","Denmark"
777,"Guillaume NÉRY ",45,45,45,0,2009-03-07,"Oslo ICE Challenge","France"
778,"Weine GUSTAVSSON ",45,53,36,9,2007-10-21,"Triple Depth","Sweden"
779,"Aurore ASSO ",45,45,45,0,2010-09-26,"Triple Depth 2010","France"
780,"Sebastian NÄSLUND ",45,45,44,1,2007-07-29,"FSE Sea Competition TWO","Sweden"
781,"Ashod PAPAZIAN ",45,45,45,0,2012-10-20,"TRIPLE DEPTH 2012","Egypt"
782,"Patrick SCHNORF ",45,45,45,0,2007-10-21,"Triple Depth","Switzerland"
783,"Argyris HALIMAS ",45,45,45,0,2007-07-15,"AIDA Hellas Summer Event 2007","Greece"
784,"Tobias NILSSON ",45,45,35,10,2007-07-28,"FSE Sea Competition ONE","Sweden"
785,"Dimitris KOUMOULOS ",45,45,45,0,2012-09-29,"AIDA Hellas, SUMMER APNEA GAMES 2012","Greece"
786,"Olga SURYKOVA ",45,45,45,0,2011-09-15,"AIDA Individual Depth World Championship 2011","Russian Federation"
787,"Sofus KREUTZMANN ",45,45,45,0,2009-06-22,"2nd Mediterranean Freediving Meeting","Denmark"
788,"Liv PHILIP ",45,45,45,0,2013-09-09,"2013 Kalamata Open","United Kingdom"
789,"Liv PHILIP ",45,45,45,0,2015-05-25,"FreedivingWorld Competition","United Kingdom"
790,"Luis TURRENT ",45,45,45,0,2008-06-20,"AIDA Mexico Xibalba 2008","Mexico"
791,"Linda PAGANELLI ",45,45,45,0,2007-09-07,"1st Annual Thermocline Free Dahab Invitational","Italy"
792,"Miguelangel HERNÀNDEZ ",45,45,45,0,2007-10-27,"4th AIDA Individual World Championship","Venezuela"
793,"Clemens NEUMANN ",45,61,28,17,2012-03-31,"Blood Red Philippine Depth Challenge","Germany"
794,"Anders LARSSON ",45,45,45,0,2008-08-20,"Nordic Deep 2008","Sweden"
795,"Wesley LAPP ",45,45,45,0,2012-05-04,"Deja Blue 3","United States"
796,"Wesley LAPP ",45,45,45,0,2015-05-11,"Deja Blue VI","United States"
797,"Yuri SHMATKO ",45,45,45,0,2012-05-08,"FDD Russian Open","Russian Federation"
798,"Tomo VRDOLJAK ",45,45,45,0,2008-06-10,"Triple Depth 2008","Croatia"
799,"Anna VON BOETTICHER ",45,45,45,0,2014-11-18,"Freediving World Competition","Germany"
800,"Wendy TIMMERMANS ",45,45,45,0,2009-09-06,"Triple Depth 2009","Netherlands"
801,"Wendy TIMMERMANS ",45,45,45,0,2010-04-29,"Bizzy Blue Hole 2010","Netherlands"
802,"Wendy TIMMERMANS ",45,45,45,0,2011-06-23,"Triple Depth 2011","Netherlands"
803,"Joao COSTA ",45,45,45,0,2014-06-15,"7th AIDA Mediterranean World Cup","Portugal"
804,"David TRANFIELD ",45,45,45,0,2009-09-16,"Nice Abyss Contest","United Kingdom"
805,"David TRANFIELD ",45,45,45,0,2012-06-06,"5th Mediterranean World Cup","United Kingdom"
806,"David TRANFIELD ",45,45,45,0,2012-06-06,"5th Mediterranean World Cup","United Kingdom"
807,"Eric GERRITSMA ",45,45,45,0,2015-06-20,"Nice Abyss Contest 2015","Netherlands"
808,"Frank PERNETT ",45,45,45,0,2009-04-03,"Vertical Blue 2009","Colombia"
809,"Mads Becker JÃ˜RGENSEN ",45,45,45,0,2009-04-03,"Vertical Blue 2009","Denmark"
